char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine
ك   ح   ل,L   J   K,ك,ح,ل,K,J,L,688,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع   ن   د,D   N   E,ع,ن,د,E,N,D,343,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
و   ر   د,D   R   U,و,ر,د,U,R,D,493,10000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ه   ى,V   H   U,و,ه,ى,U,H,V,330,3500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   د   د,D   D   U,و,د,د,U,D,D,800,30000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ن   ر   ل,L   R   N,ن,ر,ل,N,R,L,909,12000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   ا   ر,R   A   J,ح,ا,ر,J,A,R,570,25000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ح   ه,H   J   D,د,ح,ه,D,J,H,6760,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ى   ح,J   V   A,ا,ى,ح,A,V,J,8484,30000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ط   ق,G   T   D,د,ط,ق,D,T,G,262,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ص   ب   ن,N   B   X,ص,ب,ن,X,B,N,52,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ص   ك,K   X   L,ل,ص,ك,L,X,K,33,30000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
م   م   ح,J   Z   Z,م,م,ح,Z,Z,J,1,50000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ح   ص   ن,N   X   J,ح,ص,ن,J,X,N,195,5500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ن   ا,A   N   H,ه,ن,ا,H,N,A,226,1000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   و   ب,B   U   B,ب,و,ب,B,U,B,707,552318009,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
د   ا   ل,L   A   D,د,ا,ل,D,A,L,6,25000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ه   ن   ى,V   N   H,ه,ن,ى,H,N,V,116,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ح   ص   ن,N   X   J,ح,ص,ن,J,X,N,195,7000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   م   ب,B   Z   Z,م,م,ب,Z,Z,B,3,170000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ا   ن   ص,X   N   A,ا,ن,ص,A,N,X,1182,24000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   د   ط,T   D   D,د,د,ط,D,D,T,2011,3000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   ر   ا,A   R   U,و,ر,ا,U,R,A,656,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
د   ه   ى,V   H   D,د,ه,ى,D,H,V,91,1000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ر   د,D   R   S,س,ر,د,S,R,D,504,2000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ب   س,S   B   D,د,ب,س,D,B,S,11,20000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ا   ح   ك,K   J   A,ا,ح,ك,A,J,K,3378,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ح   س,S   J   Z,م,ح,س,Z,J,S,401,7500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ك   ق   م,Z   G   K,ك,ق,م,K,G,Z,6,45000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ا   و   س,S   U   A,ا,و,س,A,U,S,5554,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ك   م,Z   K   S,س,ك,م,S,K,Z,88,22000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
م   ط   ل,L   T   Z,م,ط,ل,Z,T,L,255,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ك   ر   م,Z   R   K,ك,ر,م,K,R,Z,461,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ح   ب,B   J   Z,م,ح,ب,Z,J,B,171,10000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ر   س   ى,V   S   R,ر,س,ى,R,S,V,1113,8000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   د   ن,N   D   L,ل,د,ن,L,D,N,52,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ه   م,Z   H   E,ع,ه,م,E,H,Z,5,19000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,77,11000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,7705,35000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ك   ن,N   K   H,ه,ك,ن,H,K,N,80,999999999999,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   د   ر,R   D   B,ب,د,ر,B,D,R,8163,5500,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   م   م,Z   Z   J,ح,م,م,J,Z,Z,2016,4000,,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   س   ل,L   S   E,ع,س,ل,E,S,L,99,18000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ر   ط   س,S   T   R,ر,ط,س,R,T,S,2222,30000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ص   ق   ر,R   G   X,ص,ق,ر,X,G,R,204,7000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ح   ه,H   J   J,ح,ح,ه,J,J,H,77,30000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ا   ل   و,U   L   A,ا,ل,و,A,L,U,15,13000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   ا   و,U   A   N,ن,ا,و,N,A,U,40,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ر   ا,A   R   L,ل,ر,ا,L,R,A,333,32000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ع   ع   و,U   E   E,ع,ع,و,E,E,U,2,40000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ح   ق   ل,L   G   J,ح,ق,ل,J,G,L,16,7000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ع   ل,L   E   D,د,ع,ل,D,E,L,51,10000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ر   ق,G   R   J,ح,ر,ق,J,R,G,1,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
د   ب   س,S   B   D,د,ب,س,D,B,S,501,10000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   م   ا,A   Z   L,ل,م,ا,L,Z,A,4,50000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
و   ح   ن,N   J   U,و,ح,ن,U,J,N,55,20000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ب   ل   ب,B   L   B,ب,ل,ب,B,L,B,9417,50000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   و   ح,J   U   N,ن,و,ح,N,U,J,4444,14000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ع   ك   ه,H   K   E,ع,ك,ه,E,K,H,965,5000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   ا   ه,H   A   N,ن,ا,ه,N,A,H,34,10000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   د   س,S   D   R,ر,د,س,R,D,S,4343,2000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ر   و,U   R   L,ل,ر,و,L,R,U,240,2000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ب   ب,B   B   J,ح,ب,ب,J,B,B,2300,8500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع   ع   و,U   E   E,ع,ع,و,E,E,U,2,40000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
و   و   س,S   U   U,و,و,س,U,U,S,775,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ب   ب,B   B   B,ب,ب,ب,B,B,B,3522,40000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ل   ط   ح,J   T   L,ل,ط,ح,L,T,J,222,25000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ه   و   ب,B   U   H,ه,و,ب,H,U,B,30,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ط   د,D   T   H,ه,ط,د,H,T,D,5,50000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
م   م   ب,B   Z   Z,م,م,ب,Z,Z,B,92,14000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ن   ص,X   N   A,ا,ن,ص,A,N,X,5599,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   و   ا,A   U   U,و,و,ا,U,U,A,702,8000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ط   م,Z   T   B,ب,ط,م,B,T,Z,16,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ه   ى,V   H   J,ح,ه,ى,J,H,V,31,10000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ر   ب,B   R   E,ع,ر,ب,E,R,B,905,30000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ا   ر,R   A   J,ح,ا,ر,J,A,R,7227,23000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   ص   ه,H   X   J,ح,ص,ه,J,X,H,8290,3500,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ر   و,U   R   R,ر,ر,و,R,R,U,55,15000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ى   ط   س,S   T   V,ى,ط,س,V,T,S,48,30000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ص   ب,B   X   U,و,ص,ب,U,X,B,831,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   م   ا,A   Z   A,ا,م,ا,A,Z,A,1818,40000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ط   ح,J   T   L,ل,ط,ح,L,T,J,91,11000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ع   س,S   E   D,د,ع,س,D,E,S,9996,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ص   م   د,D   Z   X,ص,م,د,X,Z,D,67,15000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ا   و,U   A   J,ح,ا,و,J,A,U,6667,6000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ب   و,U   B   U,و,ب,و,U,B,U,9,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ح   م   د,D   Z   J,ح,م,د,J,Z,D,5624,3000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   س   س,S   S   D,د,س,س,D,S,S,9,28000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ك   ن   ر,R   N   K,ك,ن,ر,K,N,R,50,16000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ل   م,Z   L   H,ه,ل,م,H,L,Z,53,15000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ص   ن,N   X   Z,م,ص,ن,Z,X,N,700,12000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع   ا   ح,J   A   E,ع,ا,ح,E,A,J,74,22000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ن   ب,B   N   R,ر,ن,ب,R,N,B,509,20000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   س   م,Z   S   R,ر,س,م,R,S,Z,372,4500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ص   ه,H   X   J,ح,ص,ه,J,X,H,5885,11500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
م   م   ح,J   Z   Z,م,م,ح,Z,Z,J,22,20000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
س   م   ا,A   Z   S,س,م,ا,S,Z,A,1,100000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ل   ى   ص,X   V   L,ل,ى,ص,L,V,X,199,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
س   س   س,S   S   S,س,س,س,S,S,S,470,20000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ب   و,U   B   U,و,ب,و,U,B,U,977,30000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ا   ل,L   A   B,ب,ا,ل,B,A,L,1,700000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ن   ك   ع,E   K   N,ن,ك,ع,N,K,E,10,40000,,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   م   ل,L   Z   U,و,م,ل,U,Z,L,24,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ى   ن,N   V   A,ا,ى,ن,A,V,N,404,8000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   و   ر,R   U   J,ح,و,ر,J,U,R,625,8000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ل   د,D   L   L,ل,ل,د,L,L,D,332,8000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ر   ا,A   R   B,ب,ر,ا,B,R,A,2011,30000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
س   ط   ر,R   T   S,س,ط,ر,S,T,R,513,10000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ب   ن,N   B   L,ل,ب,ن,L,B,N,200,18000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص   ط   ر,R   T   X,ص,ط,ر,X,T,R,443,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ى   ق   س,S   G   V,ى,ق,س,V,G,S,556,30000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
س   ا   ح,J   A   S,س,ا,ح,S,A,J,41,11000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ق   ل,L   G   B,ب,ق,ل,B,G,L,6111,4000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ق   ط,T   G   B,ب,ق,ط,B,G,T,5566,6000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ط   ن   ح,J   N   T,ط,ن,ح,T,N,J,900,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ق   ق   ى,V   G   G,ق,ق,ى,G,G,V,707,15000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ا   ى   ى,V   V   A,ا,ى,ى,A,V,V,5000,15000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ل   ك   ى,V   K   L,ل,ك,ى,L,K,V,518,7500,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ك   ى,V   K   L,ل,ك,ى,L,K,V,518,7500,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ب   ع,E   B   S,س,ب,ع,S,B,E,616,25000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ق   س   ه,H   S   G,ق,س,ه,G,S,H,525,14000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ا   ه   س,S   H   A,ا,ه,س,A,H,S,2025,5000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ق   ع,E   G   J,ح,ق,ع,J,G,E,66,20000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ن   و   ح,J   U   N,ن,و,ح,N,U,J,444,13000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ح   ر   ب,B   R   J,ح,ر,ب,J,R,B,880,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ح   ب   ب,B   B   J,ح,ب,ب,J,B,B,2300,9000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ل   ك   ى,V   K   L,ل,ك,ى,L,K,V,518,7000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ح   ر,R   J   B,ب,ح,ر,B,J,R,6548,3500,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ب   ب,B   B   J,ح,ب,ب,J,B,B,2300,8000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ر   ص   ط,T   X   R,ر,ص,ط,R,X,T,3339,9400,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
د   و   س,S   U   D,د,و,س,D,U,S,502,100000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص   ح   و,U   J   X,ص,ح,و,X,J,U,500,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ق   ص,X   G   A,ا,ق,ص,A,G,X,9222,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
م   م   ح,J   Z   Z,م,م,ح,Z,Z,J,14,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط   ل   ه,H   L   T,ط,ل,ه,T,L,H,22,18000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ه   م   ح,J   Z   H,ه,م,ح,H,Z,J,49,8000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   ب   ى,V   B   L,ل,ب,ى,L,B,V,99,50000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ى   د   ع,E   D   V,ى,د,ع,V,D,E,75,14000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ق   ب,B   G   D,د,ق,ب,D,G,B,8000,8000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ل   ك   ى,V   K   L,ل,ك,ى,L,K,V,518,8000,,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
م   ل   ن,N   L   Z,م,ل,ن,Z,L,N,38,8000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ط   ك,K   T   R,ر,ط,ك,R,T,K,61,8000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ك   ط   ن,N   T   K,ك,ط,ن,K,T,N,95,10000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ح   و,U   J   S,س,ح,و,S,J,U,7,55000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
د   ن   و,U   N   D,د,ن,و,D,N,U,4,70000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
و   ن   ر,R   N   U,و,ن,ر,U,N,R,7,52000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ا   ا   م,Z   A   A,ا,ا,م,A,A,Z,7,20000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ر   ا   س,S   A   R,ر,ا,س,R,A,S,2245,4500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ص,X   V   V,ى,ى,ص,V,V,X,433,3500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   ك   ن,N   K   A,ا,ك,ن,A,K,N,2446,3500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
